"2025-08-21 at 16:17"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2025-08-21	16:32:13	2.14571	1.42923	-1.86317e1	5.14670e1	9.90505e1	6.1702728e-4	1.2901365e-2	1.2163714e1	1.4704990e-1	
2025-08-21	16:32:14	1.99040	1.42794	-1.86422e1	5.14670e1	9.90509e1	5.7250261e-4	1.2890934e-2	1.2172106e1	1.4710657e-1	
2025-08-21	16:32:14	1.98071	1.42723	-1.86481e1	5.14703e1	9.90507e1	5.6970119e-4	1.2884974e-2	1.2152802e1	1.4704971e-1	
2025-08-21	16:32:15	1.92857	1.42993	-1.86259e1	5.14769e1	9.90512e1	5.5474042e-4	1.2906849e-2	1.2156161e1	1.4710639e-1	
2025-08-21	16:32:15	2.51718	1.42249	-1.86870e1	5.14736e1	9.90520e1	7.2354078e-4	1.2846231e-2	1.2159518e1	1.4704878e-1	
2025-08-21	16:32:16	2.51718	1.42249	-1.86870e1	5.14736e1	9.90520e1	7.2354078e-4	1.2846231e-2	1.2159518e1	1.4704878e-1	
2025-08-21	16:32:16	2.14986	1.42974	-1.86274e1	5.14769e1	9.90517e1	6.1821937e-4	1.2905359e-2	1.2156161e1	1.4693480e-1	
2025-08-21	16:32:17	1.84279	1.45421	-1.84285e1	5.14736e1	9.90500e1	5.3012371e-4	1.3104856e-2	1.2159518e1	1.4693610e-1	
2025-08-21	16:32:17	1.99012	1.45868	-1.83925e1	5.14769e1	9.90495e1	5.7238340e-4	1.3141095e-2	1.2158678e1	1.4722170e-1	
2025-08-21	16:32:18	2.43913	1.42635	-1.86552e1	5.14769e1	9.90517e1	7.0112943e-4	1.2877643e-2	1.2155320e1	1.4704895e-1	
2025-08-21	16:32:18	2.17423	1.42553	-1.86621e1	5.14736e1	9.90507e1	6.2519311e-4	1.2870907e-2	1.2157000e1	1.4704971e-1	
2025-08-21	16:32:19	2.17423	1.42553	-1.86621e1	5.14736e1	9.90507e1	6.2519311e-4	1.2870907e-2	1.2157000e1	1.4704971e-1	
2025-08-21	16:32:19	1.02471	1.42684	-1.86509e1	5.14736e1	9.90537e1	2.9510259e-4	1.2882053e-2	1.2157000e1	1.4704749e-1	
2025-08-21	16:32:20	1.73637	1.43034	-1.86220e1	5.14703e1	9.90552e1	4.9960613e-4	1.2910962e-2	1.2164553e1	1.4700353e-1	
2025-08-21	16:32:20	1.57038e1	1.41226	-1.87717e1	5.14703e1	9.90500e1	4.4405460e-3	1.2762427e-2	1.2164553e1	1.4710731e-1	
2025-08-21	16:32:21	5.80664e1	1.35007	-1.92972e1	5.14703e1	9.90537e1	1.5622317e-2	1.2251794e-2	1.2162035e1	1.4693332e-1	
2025-08-21	16:32:21	1.56934e2	1.16793	-2.09730e1	5.14736e1	9.90537e1	3.8110733e-2	1.0732114e-2	1.2157839e1	1.4699041e-1	
2025-08-21	16:32:22	1.56934e2	1.16793	-2.09730e1	5.14736e1	9.90537e1	3.8110733e-2	1.0732114e-2	1.2157839e1	1.4699041e-1	
2025-08-21	16:32:22	1.70505e2	1.12100	-2.14428e1	5.14736e1	9.90530e1	4.0880022e-2	1.0334730e-2	1.2157000e1	1.4699099e-1	
2025-08-21	16:32:23	1.72283e2	1.10734	-2.15826e1	5.14703e1	9.90540e1	4.1238784e-2	1.0218918e-2	1.2162874e1	1.4710433e-1	
2025-08-21	16:32:23	1.72588e2	1.10406	-2.16171e1	5.14736e1	9.90492e1	4.1297616e-2	1.0190367e-2	1.2156161e1	1.4710786e-1	
2025-08-21	16:32:24	1.73726e2	1.09905	-2.16690e1	5.14769e1	9.90487e1	4.1525363e-2	1.0147571e-2	1.2157839e1	1.4716527e-1	
2025-08-21	16:32:24	1.78433e2	1.08328	-2.18335e1	5.14736e1	9.90505e1	4.2466640e-2	1.0013461e-2	1.2158678e1	1.4710694e-1	
2025-08-21	16:32:25	1.78433e2	1.08328	-2.18335e1	5.14736e1	9.90505e1	4.2466640e-2	1.0013461e-2	1.2158678e1	1.4710694e-1	
2025-08-21	16:32:25	1.81085e2	1.07902	-2.18781e1	5.14736e1	9.90517e1	4.2993426e-2	9.9772815e-3	1.2157000e1	1.4699191e-1	
2025-08-21	16:32:26	1.83089e2	1.07037	-2.19697e1	5.14736e1	9.90517e1	4.3389558e-2	9.9033718e-3	1.2165392e1	1.4699191e-1	
2025-08-21	16:32:26	1.83726e2	1.07265	-2.19457e1	5.14703e1	9.90505e1	4.3515024e-2	9.9228019e-3	1.2159518e1	1.4699282e-1	
2025-08-21	16:32:27	1.84164e2	1.07331	-2.19385e1	5.14736e1	9.90514e1	4.3601512e-2	9.9284648e-3	1.2160357e1	1.4716322e-1	
2025-08-21	16:32:27	1.82173e2	1.07360	-2.19354e1	5.14703e1	9.90524e1	4.3209433e-2	9.9310874e-3	1.2161196e1	1.4704841e-1	
2025-08-21	16:32:28	1.75224e2	1.08581	-2.18067e1	5.14703e1	9.90520e1	4.1827559e-2	1.0035276e-2	1.2157839e1	1.4704878e-1	
2025-08-21	16:32:28	1.62220e2	1.10256	-2.16325e1	5.14703e1	9.90500e1	3.9195955e-2	1.0177791e-2	1.2157000e1	1.4722133e-1	
2025-08-21	16:32:29	1.43657e2	1.13465	-2.13048e1	5.14736e1	9.90492e1	3.5333395e-2	1.0450184e-2	1.2156161e1	1.4710786e-1	
2025-08-21	16:32:29	1.22093e2	1.17536	-2.09007e1	5.14769e1	9.90490e1	3.0677616e-2	1.0794162e-2	1.2153642e1	1.4716508e-1	
2025-08-21	16:32:30	7.88154e1	1.24198	-2.02656e1	5.14703e1	9.90509e1	2.0722091e-2	1.1353909e-2	1.2155320e1	1.4704953e-1	
2025-08-21	16:32:30	6.22528e1	1.27466	-1.99654e1	5.14736e1	9.90492e1	1.6668915e-2	1.1626183e-2	1.2157000e1	1.4705083e-1	
2025-08-21	16:32:31	6.22528e1	1.27466	-1.99654e1	5.14736e1	9.90492e1	1.6668915e-2	1.1626183e-2	1.2157000e1	1.4705083e-1	
2025-08-21	16:32:31	4.99778e1	1.30416	-1.96999e1	5.14769e1	9.90512e1	1.3569772e-2	1.1871516e-2	1.2158678e1	1.4693517e-1	
2025-08-21	16:32:32	4.09103e1	1.32270	-1.95359e1	5.14703e1	9.90505e1	1.1224985e-2	1.2025296e-2	1.2163714e1	1.4710694e-1	
2025-08-21	16:32:32	3.47703e1	1.34078	-1.93780e1	5.14703e1	9.90505e1	9.6092224e-3	1.2174725e-2	1.2163714e1	1.4693574e-1	
2025-08-21	16:32:33	3.07568e1	1.35143	-1.92859e1	5.14703e1	9.90502e1	8.5405111e-3	1.2262582e-2	1.2160357e1	1.4716415e-1	
2025-08-21	16:32:33	2.79483e1	1.35985	-1.92134e1	5.14736e1	9.90509e1	7.7866911e-3	1.2331962e-2	1.2157839e1	1.4710657e-1	
2025-08-21	16:32:34	2.61206e1	1.36768	-1.91466e1	5.14703e1	9.90492e1	7.2933435e-3	1.2396395e-2	1.2165392e1	1.4705083e-1	
2025-08-21	16:32:34	2.47895e1	1.37222	-1.91077e1	5.14703e1	9.90522e1	6.9329738e-3	1.2434065e-2	1.2161196e1	1.4693445e-1	
2025-08-21	16:32:35	2.35337e1	1.37310	-1.91006e1	5.14769e1	9.90487e1	6.5913200e-3	1.2440621e-2	1.2158678e1	1.4710824e-1	
2025-08-21	16:32:35	2.22783e1	1.37222	-1.91078e1	5.14736e1	9.90512e1	6.2494277e-3	1.2433826e-2	1.2160357e1	1.4687807e-1	
2025-08-21	16:32:36	2.03684e1	1.37840	-1.90555e1	5.14736e1	9.90500e1	5.7268142e-3	1.2484490e-2	1.2164553e1	1.4705027e-1	
2025-08-21	16:32:36	1.92366e1	1.38162	-1.90282e1	5.14736e1	9.90497e1	5.4160356e-3	1.2510955e-2	1.2157000e1	1.4710750e-1	
2025-08-21	16:32:37	1.92366e1	1.38162	-1.90282e1	5.14736e1	9.90497e1	5.4160356e-3	1.2510955e-2	1.2157000e1	1.4710750e-1	
2025-08-21	16:32:37	1.86784e1	1.38621	-1.89893e1	5.14703e1	9.90514e1	5.2626132e-3	1.2548983e-2	1.2165392e1	1.4687788e-1	
2025-08-21	16:32:38	1.81930e1	1.38807	-1.89736e1	5.14703e1	9.90514e1	5.1288604e-3	1.2564241e-2	1.2172945e1	1.4693499e-1	
2025-08-21	16:32:38	1.74572e1	1.38984	-1.89591e1	5.14736e1	9.90479e1	4.9256086e-3	1.2578248e-2	1.2172106e1	1.4699469e-1	
2025-08-21	16:32:39	1.54782e1	1.39466	-1.89182e1	5.14703e1	9.90514e1	4.3780207e-3	1.2618362e-2	1.2168749e1	1.4704916e-1	
2025-08-21	16:32:39	1.51958e1	1.39756	-1.88943e1	5.14736e1	9.90490e1	4.2994618e-3	1.2641668e-2	1.2158678e1	1.4699394e-1	
2025-08-21	16:32:40	1.51958e1	1.39756	-1.88943e1	5.14736e1	9.90490e1	4.2994618e-3	1.2641668e-2	1.2158678e1	1.4699394e-1	
2025-08-21	16:32:40	1.42937e1	1.39701	-1.88984e1	5.14736e1	9.90527e1	4.0488839e-3	1.2637674e-2	1.2172945e1	1.4704823e-1	
2025-08-21	16:32:41	1.37254e1	1.39543	-1.89118e1	5.14736e1	9.90517e1	3.8905739e-3	1.2624561e-2	1.2151963e1	1.4710602e-1	
2025-08-21	16:32:41	1.35615e1	1.39719	-1.88972e1	5.14736e1	9.90502e1	3.8447976e-3	1.2638866e-2	1.2156161e1	1.4705008e-1	
2025-08-21	16:32:42	1.22701e1	1.39861	-1.88853e1	5.14769e1	9.90507e1	3.4842491e-3	1.2650430e-2	1.2173784e1	1.4704971e-1	
2025-08-21	16:32:42	1.20086e1	1.39654	-1.89024e1	5.14736e1	9.90527e1	3.4111738e-3	1.2633800e-2	1.2156161e1	1.4716230e-1	
2025-08-21	16:32:43	1.20086e1	1.39654	-1.89024e1	5.14736e1	9.90527e1	3.4111738e-3	1.2633800e-2	1.2156161e1	1.4716230e-1	
2025-08-21	16:32:43	1.15815e1	1.39952	-1.88775e1	5.14769e1	9.90520e1	3.2915472e-3	1.2658059e-2	1.2174624e1	1.4710582e-1	
2025-08-21	16:32:44	1.08661e1	1.40025	-1.88717e1	5.14703e1	9.90495e1	3.0909180e-3	1.2663960e-2	1.2177981e1	1.4722170e-1	
2025-08-21	16:32:44	1.03919e1	1.39856	-1.88856e1	5.14703e1	9.90512e1	2.9578208e-3	1.2650310e-2	1.2160357e1	1.4727740e-1	
2025-08-21	16:32:45	9.71413	1.40743	-1.88117e1	5.14703e1	9.90509e1	2.7672052e-3	1.2722969e-2	1.2157839e1	1.4710657e-1	
2025-08-21	16:32:45	9.28192	1.41165	-1.87770e1	5.14703e1	9.90485e1	2.6454329e-3	1.2757182e-2	1.2157839e1	1.4722246e-1	
2025-08-21	16:32:46	9.28192	1.41165	-1.87770e1	5.14703e1	9.90485e1	2.6454329e-3	1.2757182e-2	1.2157839e1	1.4722246e-1	
2025-08-21	16:32:46	8.99397	1.40811	-1.88063e1	5.14736e1	9.90490e1	2.5642514e-3	1.2728154e-2	1.2162874e1	1.4716508e-1	
2025-08-21	16:32:47	8.72769	1.40826	-1.88049e1	5.14736e1	9.90502e1	2.4892091e-3	1.2729525e-2	1.2167071e1	1.4710713e-1	
2025-08-21	16:32:47	8.02076	1.41897	-1.87160e1	5.14703e1	9.90514e1	2.2896528e-3	1.2817502e-2	1.2163714e1	1.4733415e-1	
2025-08-21	16:32:48	7.61003	1.40732	-1.88130e1	5.14703e1	9.90477e1	2.1734237e-3	1.2721657e-2	1.2153642e1	1.4727998e-1	
2025-08-21	16:32:48	7.61003	1.40732	-1.88130e1	5.14703e1	9.90477e1	2.1734237e-3	1.2721657e-2	1.2153642e1	1.4727998e-1	
2025-08-21	16:32:49	7.73617	1.39568	-1.89099e1	5.14736e1	9.90495e1	2.2091269e-3	1.2626349e-2	1.2157839e1	1.4705064e-1	
2025-08-21	16:32:49	7.45522	1.40524	-1.88299e1	5.14736e1	9.90514e1	2.1296739e-3	1.2704968e-2	1.2159518e1	1.4716322e-1	
2025-08-21	16:32:50	6.95236	1.40698	-1.88156e1	5.14769e1	9.90492e1	1.9872188e-3	1.2718856e-2	1.2158678e1	1.4722189e-1	
2025-08-21	16:32:50	6.80265	1.41022	-1.87885e1	5.14703e1	9.90507e1	1.9448399e-3	1.2745797e-2	1.2163714e1	1.4722079e-1	
2025-08-21	16:32:51	6.50862	1.41307	-1.87651e1	5.14703e1	9.90497e1	1.8614530e-3	1.2768983e-2	1.2162874e1	1.4727852e-1	
2025-08-21	16:32:51	6.23795	1.41400	-1.87572e1	5.14669e1	9.90505e1	1.7846822e-3	1.2776851e-2	1.2162035e1	1.4727795e-1	
2025-08-21	16:32:52	6.23795	1.41400	-1.87572e1	5.14669e1	9.90505e1	1.7846822e-3	1.2776851e-2	1.2162035e1	1.4727795e-1	
2025-08-21	16:32:52	5.85653	1.41297	-1.87658e1	5.14703e1	9.90497e1	1.6763210e-3	1.2768208e-2	1.2163714e1	1.4739240e-1	
2025-08-21	16:32:53	5.75287	1.41221	-1.87719e1	5.14736e1	9.90512e1	1.6468763e-3	1.2762069e-2	1.2170428e1	1.4722042e-1	
2025-08-21	16:32:53	5.74144	1.41135	-1.87794e1	5.14703e1	9.90485e1	1.6435980e-3	1.2754797e-2	1.2165392e1	1.4722246e-1	
2025-08-21	16:32:54	5.38565	1.41179	-1.87756e1	5.14703e1	9.90502e1	1.5424489e-3	1.2758553e-2	1.2157000e1	1.4722115e-1	
2025-08-21	16:32:54	5.31209	1.41262	-1.87687e1	5.14703e1	9.90505e1	1.5215277e-3	1.2765407e-2	1.2170428e1	1.4722096e-1	
2025-08-21	16:32:55	5.31209	1.41262	-1.87687e1	5.14703e1	9.90505e1	1.5215277e-3	1.2765407e-2	1.2170428e1	1.4722096e-1	
2025-08-21	16:32:55	5.07300	1.41834	-1.87214e1	5.14703e1	9.90497e1	1.4534592e-3	1.2812137e-2	1.2173784e1	1.4716452e-1	
2025-08-21	16:32:56	4.84995	1.42112	-1.86987e1	5.14736e1	9.90485e1	1.3899207e-3	1.2834548e-2	1.2165392e1	1.4722246e-1	
2025-08-21	16:32:56	4.95799	1.41587	-1.87417e1	5.14703e1	9.90505e1	1.4207363e-3	1.2792050e-2	1.2174624e1	1.4710694e-1	
2025-08-21	16:32:57	4.80627	1.41139	-1.87789e1	5.14670e1	9.90497e1	1.3775229e-3	1.2755393e-2	1.2156161e1	1.4733547e-1	
2025-08-21	16:32:57	4.62886	1.41627	-1.87389e1	5.14736e1	9.90472e1	1.3269186e-3	1.2794733e-2	1.2156161e1	1.4722337e-1	
2025-08-21	16:32:58	4.46378	1.42007	-1.87070e1	5.14736e1	9.90507e1	1.2798905e-3	1.2826323e-2	1.2156161e1	1.4727776e-1	
2025-08-21	16:32:58	4.35040	1.41744	-1.87287e1	5.14703e1	9.90512e1	1.2475848e-3	1.2804985e-2	1.2172945e1	1.4727740e-1	
2025-08-21	16:32:59	4.26276	1.41740	-1.87293e1	5.14703e1	9.90487e1	1.2225508e-3	1.2804329e-2	1.2167071e1	1.4722228e-1	
2025-08-21	16:32:59	4.25115	1.41811	-1.87235e1	5.14736e1	9.90485e1	1.2192130e-3	1.2809932e-2	1.2162874e1	1.4733638e-1	
2025-08-21	16:33:00	4.07167	1.41978	-1.87096e1	5.14736e1	9.90497e1	1.1680126e-3	1.2823760e-2	1.2158678e1	1.4727852e-1	
2025-08-21	16:33:00	4.18902	1.41748	-1.87287e1	5.14703e1	9.90487e1	1.2015104e-3	1.2804925e-2	1.2162035e1	1.4722228e-1	
2025-08-21	16:33:01	4.18902	1.41748	-1.87287e1	5.14703e1	9.90487e1	1.2015104e-3	1.2804925e-2	1.2162035e1	1.4722228e-1	
2025-08-21	16:33:01	3.92690	1.41833	-1.87211e1	5.14703e1	9.90530e1	1.1267662e-3	1.2812495e-2	1.2172106e1	1.4711933e-1	
2025-08-21	16:33:02	3.67853	1.42327	-1.86809e1	5.14736e1	9.90492e1	1.0557770e-3	1.2852251e-2	1.2154481e1	1.4722189e-1	
2025-08-21	16:33:02	3.63757	1.42027	-1.87053e1	5.14703e1	9.90520e1	1.0440945e-3	1.2828171e-2	1.2160357e1	1.4710582e-1	
2025-08-21	16:33:03	3.63757	1.42027	-1.87053e1	5.14703e1	9.90520e1	1.0440945e-3	1.2828171e-2	1.2160357e1	1.4710582e-1	
2025-08-21	16:33:03	3.26314	1.42308	-1.86826e1	5.14670e1	9.90474e1	9.3704462e-4	1.2850701e-2	1.2166231e1	1.4699505e-1	
2025-08-21	16:33:04	3.35828	1.42599	-1.86587e1	5.14736e1	9.90474e1	9.6422433e-4	1.2874305e-2	1.2161196e1	1.4682371e-1	
2025-08-21	16:33:04	3.41266	1.42565	-1.86613e1	5.14769e1	9.90495e1	9.7978115e-4	1.2871623e-2	1.2155320e1	1.4699357e-1	
2025-08-21	16:33:05	3.32688	1.42031	-1.87049e1	5.14769e1	9.90520e1	9.5528364e-4	1.2828290e-2	1.2158678e1	1.4710582e-1	
2025-08-21	16:33:05	3.29026	1.42506	-1.86659e1	5.14769e1	9.90509e1	9.4479322e-4	1.2867033e-2	1.2162874e1	1.4704953e-1	
2025-08-21	16:33:06	3.16902	1.42177	-1.86932e1	5.14802e1	9.90490e1	9.1010332e-4	1.2839734e-2	1.2156161e1	1.4705102e-1	
2025-08-21	16:33:06	3.26705	1.41938	-1.87132e1	5.14802e1	9.90469e1	9.3811750e-4	1.2819886e-2	1.2163714e1	1.4716656e-1	
2025-08-21	16:33:07	3.26705	1.41938	-1.87132e1	5.14802e1	9.90469e1	9.3811750e-4	1.2819886e-2	1.2163714e1	1.4716656e-1	
2025-08-21	16:33:07	3.16673	1.42159	-1.86948e1	5.14736e1	9.90482e1	9.0944766e-4	1.2838423e-2	1.2157839e1	1.4705157e-1	
2025-08-21	16:33:08	3.08237	1.42131	-1.86971e1	5.14769e1	9.90487e1	8.8530778e-4	1.2836039e-2	1.2151963e1	1.4699412e-1	
2025-08-21	16:33:08	3.05688	1.42388	-1.86759e1	5.14670e1	9.90482e1	8.7803602e-4	1.2857377e-2	1.2156161e1	1.4693739e-1	
2025-08-21	16:33:09	2.92978	1.42056	-1.87032e1	5.14703e1	9.90490e1	8.4167718e-4	1.2830197e-2	1.2157000e1	1.4705102e-1	
2025-08-21	16:33:09	3.06821	1.42235	-1.86886e1	5.14736e1	9.90479e1	8.8125467e-4	1.2844562e-2	1.2159518e1	1.4710880e-1	
2025-08-21	16:33:10	3.06821	1.42235	-1.86886e1	5.14736e1	9.90479e1	8.8125467e-4	1.2844562e-2	1.2159518e1	1.4710880e-1	
2025-08-21	16:33:10	2.97439	1.42382	-1.86763e1	5.14703e1	9.90497e1	8.5443258e-4	1.2856960e-2	1.2163714e1	1.4699339e-1	
2025-08-21	16:33:11	2.84015	1.42495	-1.86670e1	5.14769e1	9.90497e1	8.1598758e-4	1.2865900e-2	1.2154481e1	1.4699339e-1	
2025-08-21	16:33:11	2.98820	1.42418	-1.86734e1	5.14769e1	9.90485e1	8.5836648e-4	1.2859523e-2	1.2161196e1	1.4699430e-1	
2025-08-21	16:33:12	2.78663	1.42383	-1.86765e1	5.14703e1	9.90472e1	8.0066919e-4	1.2856721e-2	1.2154481e1	1.4699524e-1	
2025-08-21	16:33:12	2.60491	1.42382	-1.86764e1	5.14703e1	9.90490e1	7.4863433e-4	1.2856841e-2	1.2169588e1	1.4699394e-1	
2025-08-21	16:33:13	2.60491	1.42382	-1.86764e1	5.14703e1	9.90490e1	7.4863433e-4	1.2856841e-2	1.2169588e1	1.4699394e-1	
2025-08-21	16:33:13	2.51794	1.42614	-1.86574e1	5.14670e1	9.90477e1	7.2371959e-4	1.2875795e-2	1.2165392e1	1.4699487e-1	
2025-08-21	16:33:14	2.36130	1.42156	-1.86952e1	5.14703e1	9.90469e1	6.7883729e-4	1.2838125e-2	1.2161196e1	1.4710953e-1	
2025-08-21	16:33:14	2.52688	1.42046	-1.87039e1	5.14703e1	9.90497e1	7.2628259e-4	1.2829482e-2	1.2160357e1	1.4716452e-1	
2025-08-21	16:33:15	2.77793	1.42678	-1.86523e1	5.14736e1	9.90467e1	7.9816579e-4	1.2880623e-2	1.2159518e1	1.4710973e-1	
2025-08-21	16:33:15	2.81060	1.41931	-1.87136e1	5.14703e1	9.90485e1	8.0752372e-4	1.2819886e-2	1.2162874e1	1.4710843e-1	
2025-08-21	16:33:16	2.81060	1.41931	-1.87136e1	5.14703e1	9.90485e1	8.0752372e-4	1.2819886e-2	1.2162874e1	1.4710843e-1	
2025-08-21	16:33:16	2.61846	1.42241	-1.86880e1	5.14769e1	9.90487e1	7.5250864e-4	1.2845039e-2	1.2157839e1	1.4722228e-1	
2025-08-21	16:33:17	2.21666	1.42851	-1.86381e1	5.14769e1	9.90469e1	6.3735246e-4	1.2894690e-2	1.2156161e1	1.4705250e-1	
2025-08-21	16:33:17	2.53860	1.43439	-1.85899e1	5.14703e1	9.90472e1	7.2962045e-4	1.2942969e-2	1.2160357e1	1.4699524e-1	
2025-08-21	16:33:18	2.36612	1.44381	-1.85127e1	5.14736e1	9.90505e1	6.8020820e-4	1.3020157e-2	1.2155320e1	1.4716397e-1	
2025-08-21	16:33:18	2.36612	1.44381	-1.85127e1	5.14736e1	9.90505e1	6.8020820e-4	1.3020157e-2	1.2155320e1	1.4716397e-1	
2025-08-21	16:33:19	2.27223	1.42554	-1.86625e1	5.14736e1	9.90462e1	6.5326690e-4	1.2870430e-2	1.2163714e1	1.4688177e-1	
2025-08-21	16:33:19	2.37343	1.41157	-1.87777e1	5.14703e1	9.90479e1	6.8229436e-4	1.2756466e-2	1.2170428e1	1.4705175e-1	
2025-08-21	16:33:20	2.49183	1.43082	-1.86191e1	5.14769e1	9.90472e1	7.1620941e-4	1.2913584e-2	1.2157000e1	1.4693815e-1	
2025-08-21	16:33:20	1.98477	1.43263	-1.86041e1	5.14769e1	9.90485e1	5.7083368e-4	1.2928545e-2	1.2159518e1	1.4699430e-1	
2025-08-21	16:33:21	2.72655	1.42825	-1.86403e1	5.14769e1	9.90462e1	7.8344345e-4	1.2892425e-2	1.2166231e1	1.4699599e-1	
2025-08-21	16:33:21	2.39081	1.42785	-1.86431e1	5.14736e1	9.90497e1	6.8730115e-4	1.2889802e-2	1.2160357e1	1.4716452e-1	
2025-08-21	16:33:22	2.39081	1.42785	-1.86431e1	5.14736e1	9.90497e1	6.8730115e-4	1.2889802e-2	1.2160357e1	1.4716452e-1	
2025-08-21	16:33:22	2.34606	1.42652	-1.86546e1	5.14769e1	9.90455e1	6.7442655e-4	1.2878239e-2	1.2154481e1	1.4711065e-1	
2025-08-21	16:33:23	2.42111	1.42978	-1.86277e1	5.14769e1	9.90467e1	6.9594383e-4	1.2905001e-2	1.2161196e1	1.4699561e-1	
2025-08-21	16:33:23	2.57881	1.42416	-1.86737e1	5.14670e1	9.90482e1	7.4118375e-4	1.2859642e-2	1.2169588e1	1.4716564e-1	
2025-08-21	16:33:24	2.40409	1.42634	-1.86556e1	5.14703e1	9.90495e1	6.9111585e-4	1.2877523e-2	1.2156161e1	1.4710769e-1	
2025-08-21	16:33:24	2.42974	1.43144	-1.86138e1	5.14802e1	9.90487e1	6.9844722e-4	1.2918710e-2	1.2157839e1	1.4710824e-1	
2025-08-21	16:33:25	2.42974	1.43144	-1.86138e1	5.14802e1	9.90487e1	6.9844722e-4	1.2918710e-2	1.2157839e1	1.4710824e-1	
2025-08-21	16:33:25	2.54775	1.42957	-1.86292e1	5.14769e1	9.90482e1	7.3224306e-4	1.2903511e-2	1.2162035e1	1.4710861e-1	
2025-08-21	16:33:26	2.31669	1.43027	-1.86237e1	5.14736e1	9.90464e1	6.6602230e-4	1.2909114e-2	1.2164553e1	1.4710992e-1	
2025-08-21	16:33:26	2.55272	1.42656	-1.86537e1	5.14802e1	9.90497e1	7.3367357e-4	1.2879014e-2	1.2173784e1	1.4716452e-1	
2025-08-21	16:33:27	2.41461	1.42873	-1.86360e1	5.14769e1	9.90487e1	6.9409608e-4	1.2896716e-2	1.2158678e1	1.4710824e-1	
2025-08-21	16:33:27	2.54227	1.42928	-1.86314e1	5.14736e1	9.90502e1	7.3069334e-4	1.2901484e-2	1.2156161e1	1.4710713e-1	
2025-08-21	16:33:28	2.54227	1.42928	-1.86314e1	5.14736e1	9.90502e1	7.3069334e-4	1.2901484e-2	1.2156161e1	1.4710713e-1	
2025-08-21	16:33:28	2.48037	1.42586	-1.86597e1	5.14769e1	9.90477e1	7.1293115e-4	1.2873113e-2	1.2163714e1	1.4699487e-1	
2025-08-21	16:33:29	1.96831	1.42910	-1.86331e1	5.14769e1	9.90482e1	5.6612491e-4	1.2899637e-2	1.2161196e1	1.4710861e-1	
2025-08-21	16:33:29	2.35738	1.42595	-1.86590e1	5.14670e1	9.90482e1	6.7770481e-4	1.2874245e-2	1.2171267e1	1.4722263e-1	
2025-08-21	16:33:30	2.47929	1.43120	-1.86159e1	5.14736e1	9.90477e1	7.1263313e-4	1.2916862e-2	1.2160357e1	1.4716601e-1	
2025-08-21	16:33:30	2.44263	1.42974	-1.86277e1	5.14736e1	9.90490e1	7.0214271e-4	1.2905120e-2	1.2157839e1	1.4710806e-1	
2025-08-21	16:33:31	2.44263	1.42974	-1.86277e1	5.14736e1	9.90490e1	7.0214271e-4	1.2905120e-2	1.2157839e1	1.4710806e-1	
2025-08-21	16:33:31	2.36676	1.42914	-1.86328e1	5.14703e1	9.90472e1	6.8038702e-4	1.2900114e-2	1.2156161e1	1.4710936e-1	
2025-08-21	16:33:32	2.49989	1.43108	-1.86169e1	5.14703e1	9.90477e1	7.1853399e-4	1.2916028e-2	1.2175463e1	1.4716601e-1	
2025-08-21	16:33:32	2.48470	1.42893	-1.86345e1	5.14769e1	9.90485e1	7.1418285e-4	1.2898266e-2	1.2155320e1	1.4693722e-1	
2025-08-21	16:33:33	2.52908	1.43118	-1.86163e1	5.14736e1	9.90460e1	7.2687864e-4	1.2916445e-2	1.2157000e1	1.4711028e-1	
2025-08-21	16:33:33	2.58176	1.43290	-1.86019e1	5.14703e1	9.90487e1	7.4201822e-4	1.2930989e-2	1.2154481e1	1.4727925e-1	
2025-08-21	16:33:34	2.58176	1.43290	-1.86019e1	5.14703e1	9.90487e1	7.4201822e-4	1.2930989e-2	1.2154481e1	1.4727925e-1	
2025-08-21	16:33:34	2.42447	1.43503	-1.85842e1	5.14703e1	9.90509e1	6.9695711e-4	1.2948691e-2	1.2162874e1	1.4722060e-1	
2025-08-21	16:33:35	2.07593	1.43077	-1.86195e1	5.14736e1	9.90477e1	5.9700012e-4	1.2913346e-2	1.2169588e1	1.4705194e-1	
2025-08-21	16:33:35	2.35966	1.42526	-1.86644e1	5.14736e1	9.90497e1	6.7836046e-4	1.2868583e-2	1.2154481e1	1.4716452e-1	
2025-08-21	16:33:36	2.56766	1.42719	-1.86487e1	5.14736e1	9.90482e1	7.3796510e-4	1.2884199e-2	1.2152802e1	1.4716564e-1	
2025-08-21	16:33:36	2.33826	1.42839	-1.86387e1	5.14769e1	9.90495e1	6.7222118e-4	1.2894034e-2	1.2155320e1	1.4716471e-1	
2025-08-21	16:33:37	2.33826	1.42839	-1.86387e1	5.14769e1	9.90495e1	6.7222118e-4	1.2894034e-2	1.2155320e1	1.4716471e-1	
2025-08-21	16:33:37	2.14119	1.42693	-1.86507e1	5.14769e1	9.90502e1	6.1571598e-4	1.2882173e-2	1.2172945e1	1.4710713e-1	
